neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
1,7,40.75973,-73.99574,1,291,30,0,0.0,232,189
1,8,40.76923,-73.98627,1,263,30,0,0.0,232,280
1,14,40.73806,-73.99744,1,365,30,0,0.0,232,261
1,26,40.74164,-73.97859,1,253,30,0,0.0,232,203
1,77,40.7132,-74.00942,1,246,30,0,0.0,232,332
1,7,40.76393,-73.98721,1,211,30,0,0.0,232,227
1,8,40.77779,-73.98459,1,306,30,0,0.0,232,336
1,1,40.75861,-73.96359,1,241,30,0,0.0,232,149
1,77,40.71519,-74.00654,1,312,30,0,0.0,232,38
1,43,40.70672,-74.00661,1,259,120,0,0.0,232,286
1,1,40.75335,-73.99029,1,267,30,0,0.0,232,274
1,14,40.73929,-73.99777,1,312,30,0,0.0,232,157
1,71,40.75971,-73.98551,1,347,30,0,0.0,232,266
1,71,40.75995,-73.98728,1,278,30,0,0.0,232,147
1,14,40.73774,-73.99723,1,242,30,0,0.0,232,188
1,5,40.74805,-73.97351,1,242,30,0,0.0,232,237
1,14,40.73786,-73.9977,1,358,30,0,0.0,232,322
1,19,40.73021,-73.98765,1,377,90,0,0.0,232,174
1,14,40.73897,-73.99637,1,280,30,0,0.0,232,1
1,43,40.70619,-74.00895,1,232,30,0,0.0,232,61
1,7,40.76087,-73.99563,1,365,30,0,0.0,232,326
2,31,40.74635,-73.90774,0,62,30,2,0.32,103,269
1,26,40.74053,-73.97874,1,273,30,0,0.0,232,157
1,43,40.70511,-74.00722,1,285,30,0,0.0,232,339
1,26,40.74072,-73.97794,1,307,30,0,0.0,232,333
1,19,40.73186,-73.98761,1,281,90,0,0.0,232,322
1,77,40.71609,-74.00501,1,275,30,0,0.0,232,342
1,11,40.73003,-74.00215,1,396,30,0,0.0,232,163
1,14,40.73947,-73.99777,1,283,30,0,0.0,232,334
1,77,40.71626,-74.00694,1,358,30,0,0.0,232,217
1,7,40.76035,-73.99679,1,285,30,0,0.0,232,330
1,19,40.73169,-73.98932,1,420,30,0,0.0,232,157
1,14,40.73774,-73.99725,1,283,30,0,0.0,232,337
1,71,40.76177,-73.98504,1,316,30,0,0.0,232,311
1,14,40.74094,-73.99464,1,255,30,1,0.19,232,330
1,5,40.74943,-73.98055,1,282,30,1,0.23,232,323
1,26,40.74005,-73.97884,1,290,30,0,0.0,232,312
1,71,40.75965,-73.98582,1,317,30,0,0.0,232,251
1,14,40.74148,-73.99955,1,303,30,0,0.0,232,332
1,1,40.75149,-73.9908,1,206,30,0,0.0,232,203
1,77,40.71295,-74.00906,1,278,30,0,0.0,232,330
1,11,40.73021,-74.00379,1,305,30,0,0.0,232,1
1,71,40.75963,-73.98595,1,316,30,0,0.0,232,262
1,5,40.748,-73.97943,1,252,30,0,0.0,232,315
1,77,40.71488,-74.00687,1,332,30,1,0.19,232,1
1,14,40.7388,-73.997,1,361,30,0,0.0,232,157
1,77,40.71479,-74.00621,1,269,30,0,0.0,232,310
1,26,40.74108,-73.97788,1,245,30,0,0.0,232,280
1,77,40.71607,-74.00564,1,305,30,1,0.26,232,274
1,43,40.70887,-74.01446,1,233,30,0,0.0,232,365
1,11,40.72873,-74.0034,1,459,30,0,0.0,232,293
1,8,40.7764,-73.98387,1,271,30,0,0.0,232,186
1,14,40.7387,-73.99699,1,314,30,1,0.19,232,345
1,7,40.76046,-73.99685,1,416,30,0,0.0,232,335
1,43,40.70601,-74.0096,1,316,30,0,0.0,232,287
1,101,40.70444,-74.01712,1,232,120,0,0.0,232,163
1,5,40.74737,-73.97626,1,262,60,0,0.0,232,188
1,71,40.76178,-73.98547,1,330,30,0,0.0,232,306
1,28,40.77506,-73.95678,1,271,30,0,0.0,232,240
1,43,40.70455,-74.01008,1,236,30,0,0.0,232,185
1,8,40.77639,-73.98269,1,294,30,0,0.0,232,219
1,19,40.72303,-73.98545,1,329,30,0,0.0,232,249
1,8,40.77771,-73.98244,1,481,30,0,0.0,232,156
1,14,40.73939,-73.99613,1,343,30,0,0.0,232,356
1,43,40.70864,-74.0051,1,224,30,0,0.0,232,338
1,71,40.7601,-73.98504,1,278,30,0,0.0,232,304
1,19,40.72277,-73.98419,1,312,30,0,0.0,232,358
1,19,40.72256,-73.98544,1,302,30,0,0.0,232,265
1,11,40.73035,-74.00324,1,334,30,0,0.0,232,280
1,5,40.74478,-73.9727,1,258,30,0,0.0,232,235
1,14,40.74261,-73.99457,1,356,30,0,0.0,232,323
1,14,40.73934,-73.99737,1,278,30,1,0.22,232,235
1,43,40.70485,-74.00934,1,184,30,0,0.0,232,180
1,77,40.71508,-74.00628,1,274,30,0,0.0,232,194
1,14,40.73854,-73.99695,1,347,30,0,0.0,232,7
1,8,40.7767,-73.98291,1,466,30,0,0.0,232,280
1,71,40.7619,-73.9853,1,316,30,0,0.0,232,332
1,71,40.76058,-73.9855,1,285,30,0,0.0,232,220
1,43,40.70513,-74.009,1,271,30,0,0.0,232,234
1,71,40.76061,-73.98675,1,317,30,0,0.0,232,155
1,77,40.71659,-74.00653,1,388,30,0,0.0,232,1
1,11,40.7296,-74.00246,1,341,30,0,0.0,232,285
1,26,40.745,-73.97942,1,237,30,1,0.34,232,283
1,14,40.7407,-73.99478,1,248,30,0,0.0,232,346
1,11,40.73005,-74.00208,1,379,30,0,0.0,232,340
1,14,40.7392,-73.99578,1,314,30,0,0.0,232,359
1,43,40.70593,-74.0091,1,251,30,0,0.0,232,16
1,11,40.72946,-74.00318,1,423,30,0,0.0,232,229
1,26,40.7396,-73.97938,1,240,30,0,0.0,232,249
1,77,40.71409,-74.00977,1,245,30,0,0.0,232,310
1,71,40.76103,-73.98666,1,329,30,0,0.0,232,98
1,43,40.70631,-74.00886,1,265,30,0,0.0,232,45
1,14,40.73785,-73.99736,1,300,30,0,0.0,232,356
1,14,40.73935,-73.99691,1,267,30,0,0.0,232,340
1,14,40.73939,-73.99747,1,374,30,0,0.0,232,312
1,14,40.73795,-73.99753,1,316,30,0,0.0,232,339
1,43,40.70571,-74.01509,1,189,30,1,0.21,232,142
1,14,40.74423,-74.0026,1,298,30,0,0.0,232,285
1,14,40.73924,-73.99586,1,362,30,0,0.0,232,211
0,21,40.69997,-73.92054,0,47,30,0,0.0,17,323
0,21,40.69972,-73.91874,0,47,30,2,0.59,17,347
2,31,40.74405,-73.89994,0,42,30,0,0.0,103,219
1,28,40.77135,-73.95035,1,245,30,1,0.17,232,326
1,102,40.71224,-74.00684,1,150,90,0,0.0,1,1
0,12,40.71285,-73.96124,0,27,20,2,0.42,1,333
2,126,40.74027,-73.90146,0,49,30,0,0.0,103,251
1,51,40.7616,-73.95052,0,55,21,1,0.24,1,342
2,126,40.73998,-73.90113,0,63,30,1,0.43,103,251
0,6,40.68561,-73.93085,0,42,30,1,0.18,27,311
0,6,40.68625,-73.93053,0,42,30,0,0.0,27,332
0,6,40.68625,-73.93286,0,42,30,1,0.6,27,282
2,31,40.74652,-73.89154,0,28,28,0,0.0,15,1
1,26,40.7413,-73.98145,1,275,30,35,5.0,1,253
0,6,40.68561,-73.93289,0,35,30,1,0.73,27,312
0,6,40.68744,-73.93088,0,42,30,1,0.48,27,346
0,6,40.68567,-73.93123,0,42,30,0,0.0,27,358
0,6,40.68589,-73.93057,0,42,30,0,0.0,27,358
0,6,40.68616,-73.93136,0,42,30,0,0.0,27,358
0,6,40.68692,-73.9307,0,42,30,0,0.0,27,326
0,6,40.68639,-73.93069,0,42,30,1,0.33,27,342
0,6,40.68726,-73.93289,0,42,30,0,0.0,27,312
0,6,40.68737,-73.93132,0,42,30,0,0.0,27,343
0,6,40.68607,-73.93235,0,42,30,0,0.0,27,331
1,19,40.72877,-73.98249,1,189,19,1,0.16,1,200
0,21,40.70029,-73.91188,0,35,30,0,0.0,9,45
0,21,40.69088,-73.91556,0,43,20,0,0.0,2,365
1,4,40.78695,-73.94218,1,215,60,0,0.0,1,365
2,39,40.73983,-73.92175,0,42,30,0,0.0,103,63
0,21,40.69076,-73.91296,0,43,30,0,0.0,103,236
0,6,40.68622,-73.92639,2,19,30,1,0.17,2,339
1,5,40.74436,-73.97321,1,175,30,0,0.0,2,274
1,26,40.73932,-73.97997,1,155,30,0,0.0,8,363
1,1,40.75054,-73.98386,1,365,30,0,0.0,1,145
0,21,40.69811,-73.91176,1,95,222,1,0.16,2,85
1,1,40.76516,-73.9819,1,265,30,0,0.0,96,330
1,7,40.76557,-73.98384,1,215,30,0,0.0,96,327
0,21,40.70077,-73.91724,1,120,30,0,0.0,1,1
2,31,40.7434,-73.89908,0,32,30,2,0.32,15,38
2,56,40.76677,-73.92408,0,57,30,0,0.0,103,238
0,21,40.6907,-73.91157,0,40,30,0,0.0,103,269
2,81,40.73578,-73.88049,0,51,30,3,0.54,103,246
0,29,40.67625,-73.97038,1,166,30,1,0.24,1,365
1,28,40.77469,-73.95067,1,102,30,2,0.31,1,1
0,12,40.70755,-73.94892,1,90,30,2,0.45,3,314
1,2,40.81785,-73.93989,1,54,30,0,0.0,1,1
0,6,40.69202,-73.95456,0,1350,21,0,0.0,2,365
0,21,40.69177,-73.9135,0,41,30,2,0.41,103,186
0,193,40.57863,-73.98455,2,29,18,1,0.21,10,221
0,6,40.68548,-73.95679,0,45,30,0,0.0,11,354
1,14,40.73888,-73.99782,1,287,30,0,0.0,232,218
0,12,40.72161,-73.96327,1,125,90,0,0.0,1,129
1,14,40.74511,-73.99468,0,138,25,0,0.0,2,1
0,15,40.67646,-73.94333,0,40,25,0,0.0,3,1
0,21,40.69262,-73.91198,0,35,30,4,0.66,103,269
1,2,40.81254,-73.94199,0,31,30,1,1.0,103,1
1,2,40.81315,-73.9511,1,3200,90,0,0.0,1,365
0,12,40.70929,-73.94719,0,40,58,1,0.16,1,15
0,21,40.70048,-73.91201,0,37,30,1,0.75,9,45
1,1,40.74315,-73.98222,1,250,20,14,2.04,2,315
1,1,40.76698,-73.97988,0,60,30,0,0.0,1,125
2,81,40.73501,-73.87989,0,36,30,1,0.23,103,234
1,1,40.75554,-73.96533,1,220,30,0,0.0,96,332
0,40,40.70372,-73.98545,1,312,30,0,0.0,232,349
1,26,40.73945,-73.97934,1,118,30,0,0.0,8,326
1,1,40.75501,-73.96594,1,220,30,0,0.0,96,342
1,1,40.75609,-73.96684,1,220,30,0,0.0,96,336
1,28,40.75916,-73.96023,1,293,30,0,0.0,96,292
1,28,40.76021,-73.96075,1,293,30,0,0.0,96,280
1,7,40.76157,-73.99358,1,190,30,1,0.2,20,331
0,21,40.70127,-73.91235,0,35,30,0,0.0,9,43
1,1,40.75234,-73.98591,1,152,30,2,0.38,1,1
2,25,40.749,-73.94161,0,68,30,6,1.04,1,1
2,31,40.74188,-73.90146,0,61,30,2,0.75,103,230
0,12,40.71486,-73.96125,0,49,28,0,0.0,1,90
0,21,40.70161,-73.93326,1,110,70,4,0.65,1,90
2,39,40.73668,-73.92427,0,33,30,0,0.0,103,244
2,39,40.73756,-73.92329,0,29,30,0,0.0,103,241
2,56,40.76671,-73.92278,0,39,30,1,1.0,103,1
2,56,40.76654,-73.92382,0,54,30,0,0.0,103,1
1,26,40.74002,-73.97914,1,155,30,0,0.0,8,365
2,39,40.74925,-73.91332,0,41,30,0,0.0,103,124
1,26,40.74056,-73.9791,1,150,30,1,0.61,8,332
1,26,40.74134,-73.98101,1,150,30,0,0.0,8,364
0,20,40.73473,-73.95229,0,54,21,1,0.15,1,1
1,28,40.77995,-73.96056,1,200,21,1,0.16,1,88
0,6,40.68361,-73.91372,0,45,30,0,0.0,2,220
1,1,40.75634,-73.96519,1,225,30,1,0.37,1,108
0,34,40.6832,-73.9891,0,70,30,0,0.0,3,365
1,43,40.70563,-74.00835,1,232,30,0,0.0,232,350
1,2,40.81612,-73.94216,1,195,30,5,2.08,1,239
0,10,40.66869,-73.98665,0,42,90,0,0.0,2,1
0,15,40.67551,-73.94047,1,60,133,0,0.0,2,1
2,83,40.74766,-73.88598,2,35,62,0,0.0,1,1
1,19,40.72583,-73.97528,0,70,30,0,0.0,1,1
2,31,40.74491,-73.90824,0,40,30,1,0.28,103,247
1,11,40.73103,-74.00197,1,155,30,0,0.0,4,1
1,1,40.75585,-73.96502,1,190,30,0,0.0,96,158
1,1,40.76394,-73.98154,1,215,30,0,0.0,96,271
2,31,40.74336,-73.89438,0,35,30,2,0.9,15,7
0,13,40.69638,-73.97507,0,48,30,1,1.0,25,342
0,13,40.69716,-73.97384,0,48,30,1,1.0,25,322
1,28,40.78305,-73.94532,1,99,30,0,0.0,5,324
0,12,40.70819,-73.94945,1,89,30,2,0.39,3,295
1,1,40.74986,-73.98709,1,180,30,0,0.0,96,311
0,13,40.69691,-73.97376,0,48,30,1,0.21,25,220
0,13,40.6969,-73.97566,0,48,30,0,0.0,25,340
0,13,40.69629,-73.97447,0,48,30,0,0.0,25,341
0,13,40.69758,-73.97432,0,48,30,1,0.22,25,311
0,15,40.67267,-73.95786,1,135,28,0,0.0,2,189
1,14,40.74566,-73.99673,0,138,25,0,0.0,2,1
2,81,40.73489,-73.88048,0,28,30,0,0.0,103,63
0,54,40.64915,-73.95147,0,40,25,0,0.0,1,305
1,27,40.72129,-74.0019,1,250,30,0,0.0,4,364
0,113,40.6923,-73.98298,0,65,30,0,0.0,1,17
2,83,40.74878,-73.8799,0,24,30,0,0.0,103,244
2,31,40.74031,-73.89213,0,33,30,3,0.7,103,236
1,4,40.81568,-73.93442,1,150,30,4,1.13,1,345
1,2,40.82621,-73.94125,1,90,30,1,0.67,1,209
1,7,40.76049,-73.99782,1,399,30,0,0.0,8,294
1,5,40.74692,-73.97548,0,70,30,1,0.16,1,172
1,1,40.7541,-73.97056,1,169,30,0,0.0,12,365
0,24,40.66027,-73.95376,1,100,25,1,0.27,1,5
2,49,40.77611,-73.90818,0,40,20,1,1.0,1,156
1,5,40.74488,-73.97389,1,271,30,0,0.0,232,60
2,56,40.76495,-73.92529,1,70,18,0,0.0,1,178
1,1,40.74248,-73.98434,1,160,30,1,0.16,2,1
1,2,40.81573,-73.94036,1,195,30,2,0.62,1,239
1,43,40.71074,-74.00627,1,150,30,0,0.0,1,1
0,13,40.69738,-73.97396,0,48,30,1,1.0,25,59
1,8,40.79272,-73.97069,1,515,20,0,0.0,2,1
0,12,40.71792,-73.95312,0,500,28,1,0.16,1,89
0,13,40.69629,-73.97397,0,48,30,1,0.48,25,58
0,16,40.67801,-73.97951,1,220,20,0,0.0,1,24
1,14,40.7413,-74.00429,1,350,30,11,1.91,1,275
0,12,40.71942,-73.95993,1,125,21,2,0.5,1,81
0,12,40.70885,-73.96767,1,250,180,0,0.0,31,173
1,28,40.78415,-73.95248,1,100,30,0,0.0,1,99
0,15,40.66856,-73.93937,1,88,30,1,0.3,3,34
1,2,40.82206,-73.93799,0,1000,30,0,0.0,1,90
1,7,40.76188,-73.99616,1,185,29,1,1.0,327,281
1,7,40.76037,-73.99744,1,185,29,1,1.0,327,332
1,7,40.76079,-73.99807,1,189,29,1,0.94,327,325
0,24,40.65928,-73.95431,1,200,30,0,0.0,1,1
0,22,40.63379,-73.96246,0,40,53,0,0.0,1,90
0,12,40.71004,-73.96781,1,120,29,0,0.0,7,1
2,44,40.70482,-73.90342,2,40,30,0,0.0,6,365
2,44,40.70487,-73.90354,0,57,30,0,0.0,6,365
0,21,40.6919,-73.90626,2,32,30,0,0.0,6,342
1,1,40.74484,-73.98355,1,150,20,0,0.0,2,157
0,21,40.69101,-73.9066,2,32,30,0,0.0,6,330
0,21,40.69102,-73.90525,2,40,30,0,0.0,6,365
0,21,40.69028,-73.90563,2,40,30,0,0.0,6,365
0,21,40.69096,-73.90528,0,55,30,0,0.0,6,365
0,21,40.69951,-73.91352,0,35,30,1,0.77,1,1
0,21,40.69078,-73.90504,2,32,30,0,0.0,8,365
0,21,40.6915,-73.90623,2,32,30,0,0.0,8,355
0,21,40.69241,-73.90692,2,40,30,0,0.0,8,276
0,21,40.69213,-73.90548,2,40,30,0,0.0,8,365
0,21,40.6905,-73.90622,0,55,30,0,0.0,8,340
1,28,40.76607,-73.96165,1,135,25,1,0.15,1,1
1,4,40.78724,-73.9494,0,65,365,1,0.57,1,1
0,15,40.67005,-73.93276,0,33,29,0,0.0,1,1
2,31,40.74288,-73.89488,0,40,30,0,0.0,15,22
1,14,40.74228,-73.99488,1,306,30,0,0.0,232,343
1,1,40.75146,-73.99,1,215,30,0,0.0,232,2
1,1,40.75313,-73.98863,1,227,30,0,0.0,232,329
2,37,40.75985,-73.82393,1,120,30,1,0.43,15,303
1,14,40.74382,-74.00463,1,250,30,2,0.34,1,233
1,4,40.79022,-73.9471,0,100,30,0,0.0,1,262
0,21,40.69936,-73.91729,1,120,30,0,0.0,1,1
0,6,40.69497,-73.94978,1,69,30,0,0.0,1,1
1,28,40.77893,-73.95221,1,350,31,1,0.34,33,342
0,6,40.6828,-73.95303,1,83,30,1,0.81,3,349
1,77,40.71696,-74.00689,1,373,30,0,0.0,232,259
1,19,40.73033,-73.98518,1,100,30,0,0.0,1,246
1,52,40.72785,-73.99933,1,310,31,18,2.87,2,7
1,1,40.74366,-73.98343,1,145,30,0,0.0,1,151
2,49,40.77638,-73.91308,1,85,40,2,0.42,2,85
1,23,40.71327,-73.99019,0,60,30,0,0.0,1,1
1,7,40.76156,-73.99342,1,150,45,1,0.48,1,56
0,17,40.6518,-73.97575,1,52,30,1,0.3,1,1
2,31,40.74524,-73.90637,0,70,30,0,0.0,103,269
0,12,40.71198,-73.94807,0,125,30,0,0.0,1,340
2,56,40.77029,-73.9197,0,98,30,1,0.21,1,1
2,31,40.74451,-73.90782,0,60,30,1,0.27,103,209
1,2,40.81221,-73.94225,0,47,30,1,0.41,103,228
1,30,40.84258,-73.93789,0,100,30,9,1.42,2,365
1,19,40.72293,-73.98777,1,143,30,0,0.0,1,57
1,7,40.76662,-73.98864,1,200,35,0,0.0,1,58
1,14,40.74714,-74.00142,1,216,30,1,1.0,1,89
0,6,40.69678,-73.94755,0,55,30,2,0.48,1,1
1,7,40.76138,-73.99825,1,104,28,1,0.42,1,1
0,117,40.61842,-73.97111,1,80,35,0,0.0,1,1
1,8,40.79641,-73.96191,1,99,30,2,0.52,16,201
0,21,40.69496,-73.9243,1,155,30,0,0.0,2,365
2,39,40.73888,-73.92827,0,65,28,22,4.82,2,4
2,31,40.74181,-73.90279,0,61,30,0,0.0,103,123
0,21,40.70146,-73.92841,1,145,30,7,1.46,4,218
1,77,40.71509,-74.00566,1,210,30,0,0.0,87,262
2,81,40.74325,-73.87832,0,35,30,1,0.58,103,252
1,30,40.83307,-73.93515,0,100,80,0,0.0,1,179
1,23,40.7198,-73.98566,1,9999,30,0,0.0,1,365
1,7,40.7558,-73.99376,1,115,30,1,0.21,4,50
0,21,40.70006,-73.92902,0,60,30,0,0.0,4,191
0,21,40.70061,-73.92869,0,68,30,0,0.0,4,191
1,43,40.70768,-74.00603,1,197,29,2,0.51,327,334
0,12,40.70471,-73.92957,1,156,30,0,0.0,7,126
1,23,40.71805,-73.98675,1,225,25,22,3.63,3,268
1,2,40.82823,-73.94971,1,145,30,0,0.0,2,357
2,39,40.73618,-73.92016,0,49,31,0,0.0,2,281
1,43,40.70491,-74.00978,1,271,30,0,0.0,232,331
1,2,40.81027,-73.94306,1,175,31,3,0.63,4,274
1,28,40.77463,-73.94972,1,307,30,0,0.0,232,249
1,28,40.77572,-73.95672,1,233,30,0,0.0,232,249
1,23,40.70983,-73.98562,2,249,60,0,0.0,1,1
1,7,40.76666,-73.98358,1,225,30,0,0.0,12,343
1,1,40.76616,-73.98228,1,225,30,0,0.0,12,365
0,79,40.66426,-73.99375,1,165,30,0,0.0,1,337
1,1,40.76473,-73.98131,1,225,30,0,0.0,12,343
1,19,40.72544,-73.97818,0,2500,60,0,0.0,1,90
1,1,40.76539,-73.98336,1,225,30,0,0.0,12,343
0,12,40.70643,-73.94198,0,63,21,0,0.0,2,135
0,6,40.69046,-73.9586,0,60,30,1,0.45,4,153
0,6,40.69581,-73.95379,0,68,30,1,1.0,6,311
2,39,40.73812,-73.92024,0,41,30,1,0.25,103,186
1,8,40.79933,-73.96794,1,130,210,1,0.29,1,2
1,2,40.8089,-73.94349,1,135,30,2,0.88,1,7
1,28,40.77478,-73.95486,1,236,30,0,0.0,232,127
1,2,40.8041,-73.956,0,60,21,2,0.43,1,35
2,31,40.74424,-73.90146,0,49,30,0,0.0,103,247
1,71,40.75749,-73.98921,1,128,30,6,1.88,2,233
0,20,40.73636,-73.95538,1,115,30,0,0.0,1,3
1,4,40.79445,-73.93183,1,57,24,0,0.0,2,181
4,127,40.88449,-73.86227,0,25,30,0,0.0,1,85
0,21,40.70016,-73.93042,1,145,30,6,1.64,4,224
1,11,40.73588,-74.00474,1,236,30,0,0.0,232,273
1,14,40.75218,-73.99541,1,213,30,0,0.0,232,303
1,52,40.7315,-73.99961,0,80,180,5,0.9,3,331
1,52,40.72939,-74.00064,0,80,180,1,0.55,3,219
0,20,40.73444,-73.95658,1,120,30,3,0.53,1,209
2,31,40.74373,-73.90804,0,41,30,0,0.0,103,215
1,23,40.71991,-73.98505,1,110,30,0,0.0,1,172
1,28,40.77694,-73.94994,1,250,31,1,0.25,33,365
1,26,40.74144,-73.98079,1,200,30,4,0.85,1,88
0,6,40.68694,-73.92732,2,20,30,0,0.0,2,342
1,8,40.78966,-73.9776,1,107,25,1,0.47,1,170
1,1,40.75003,-73.97059,1,135,30,0,0.0,96,156
1,1,40.76497,-73.98191,1,225,30,0,0.0,12,328
1,68,40.73792,-73.98306,1,220,90,6,1.21,1,1
0,15,40.67375,-73.91242,0,50,30,5,0.93,2,1
1,77,40.71494,-74.00676,1,349,30,0,0.0,232,310
0,12,40.7135,-73.94644,0,48,28,0,0.0,1,1
1,2,40.80384,-73.95765,0,55,30,1,0.23,3,353
2,31,40.74466,-73.909,0,38,30,0,0.0,103,244
1,27,40.7276,-74.00275,0,80,180,1,0.25,3,342
0,6,40.6931,-73.94043,0,75,30,0,0.0,10,364
1,14,40.75194,-73.99501,1,243,30,0,0.0,232,1
1,43,40.71081,-74.00846,1,115,30,1,0.24,1,4
1,1,40.76697,-73.98176,1,105,30,0,0.0,4,339
0,21,40.70048,-73.91229,0,34,30,0,0.0,9,196
1,2,40.80515,-73.95651,0,59,30,1,0.26,3,332
1,2,40.80492,-73.95817,0,59,30,2,0.5,3,333
1,8,40.79118,-73.97091,1,110,30,1,0.59,1,3
2,31,40.74578,-73.89328,0,40,30,1,0.26,15,1
2,31,40.74438,-73.89161,0,40,30,1,0.23,15,44
2,81,40.73538,-73.87892,0,34,28,0,0.0,1,1
1,8,40.77796,-73.98213,0,95,275,0,0.0,1,365
2,81,40.74001,-73.87629,0,32,29,1,0.3,37,31
0,54,40.64434,-73.9504,2,31,30,0,0.0,7,365
1,1,40.76175,-73.97592,1,267,30,0,0.0,232,188
1,28,40.77598,-73.94904,1,140,30,1,0.37,13,276
1,8,40.79884,-73.95983,0,60,30,2,1.46,32,337
1,8,40.79966,-73.96059,0,60,30,1,1.0,32,333
1,19,40.72631,-73.98876,0,73,30,1,0.43,9,332
1,8,40.80014,-73.96132,0,60,30,0,0.0,32,347
1,8,40.7988,-73.96096,0,60,30,0,0.0,32,342
1,8,40.79821,-73.9609,0,60,30,0,0.0,32,356
1,8,40.79971,-73.96075,0,60,30,0,0.0,32,364
1,8,40.79887,-73.95968,0,60,30,1,1.0,32,342
1,8,40.79959,-73.95924,0,60,30,1,1.0,32,346
1,8,40.79891,-73.96116,0,60,30,1,0.83,32,325
1,8,40.80044,-73.95953,0,60,30,0,0.0,32,317
1,8,40.79823,-73.96064,0,60,30,1,1.0,32,341
1,8,40.80008,-73.95926,0,60,30,1,1.0,32,365
1,8,40.79881,-73.9596,0,60,30,0,0.0,32,329
1,8,40.79852,-73.96091,0,60,30,0,0.0,32,317
1,8,40.79896,-73.95995,0,60,30,0,0.0,32,317
0,12,40.71509,-73.958,1,100,28,3,0.9,1,258
1,8,40.79839,-73.96126,0,60,30,0,0.0,32,317
2,39,40.73858,-73.92555,0,37,30,1,0.6,15,1
0,117,40.62583,-73.96237,0,120,30,0,0.0,1,252
1,8,40.77388,-73.98798,1,275,30,0,0.0,25,329
1,18,40.86763,-73.92259,1,175,30,1,0.27,2,8
1,8,40.77537,-73.98938,1,300,30,0,0.0,25,288
1,8,40.77438,-73.98717,1,300,30,0,0.0,25,341
1,1,40.76467,-73.98277,1,115,30,0,0.0,4,362
0,3,40.69462,-73.97006,0,36,28,2,0.46,1,1
1,64,40.72157,-73.99432,1,199,30,0,0.0,4,365
1,23,40.71957,-73.98538,1,180,18,3,0.57,1,22
1,8,40.80037,-73.95995,0,60,30,0,0.0,32,317
1,8,40.80042,-73.96147,0,60,30,1,1.0,32,317
1,8,40.79901,-73.96135,0,58,30,0,0.0,32,317
2,25,40.74821,-73.92087,0,44,30,0,0.0,103,247
1,14,40.7454,-74.00427,1,450,90,0,0.0,1,365
1,5,40.74657,-73.97685,1,139,29,0,0.0,31,130
1,18,40.86622,-73.92233,0,48,160,0,0.0,2,179
0,54,40.65351,-73.94999,0,40,30,0,0.0,1,300
1,5,40.74797,-73.98271,1,345,30,6,1.13,1,154
1,23,40.72026,-73.98787,0,80,20,2,0.48,1,3
1,2,40.8235,-73.95391,0,30,21,0,0.0,1,1
1,19,40.72997,-73.9884,1,1500,30,0,0.0,2,178
1,8,40.79967,-73.96109,0,128,30,0,0.0,2,364
1,1,40.75702,-73.96503,1,450,30,3,0.58,1,154
1,8,40.79907,-73.96098,0,128,30,0,0.0,2,1
1,1,40.75569,-73.98154,1,600,30,0,0.0,65,110
1,7,40.76318,-73.99335,1,130,30,2,0.5,20,263
1,52,40.73365,-73.99727,1,159,90,0,0.0,2,90
1,1,40.75445,-73.96471,1,159,30,0,0.0,2,249
0,29,40.67743,-73.97202,1,175,30,0,0.0,1,300
1,7,40.76165,-73.99351,1,130,30,2,0.53,20,332
1,2,40.80618,-73.94288,0,53,30,0,0.0,6,241
1,2,40.80577,-73.9448,0,55,60,0,0.0,6,210
1,19,40.72764,-73.9906,0,60,30,0,0.0,9,343
1,19,40.72689,-73.98906,0,69,30,0,0.0,9,310
1,7,40.76163,-73.99602,1,150,30,0,0.0,13,332
1,7,40.76273,-73.9942,1,185,30,0,0.0,13,298
1,7,40.76164,-73.9944,1,145,30,0,0.0,13,300
1,19,40.7233,-73.98062,1,150,90,0,0.0,1,341
1,8,40.77054,-73.98344,1,290,30,2,0.52,25,313
2,56,40.76399,-73.92581,0,37,30,1,0.77,103,238
1,43,40.709,-74.01221,1,160,30,2,0.86,1,126
1,14,40.74468,-74.00157,1,382,90,0,0.0,65,364
1,5,40.74915,-73.9761,1,220,30,1,0.33,1,310
2,31,40.74259,-73.91193,0,51,30,1,0.58,103,239
1,77,40.71543,-74.00647,1,282,30,0,0.0,232,302
0,15,40.665,-73.95362,1,64,30,1,0.25,1,1
1,19,40.72716,-73.9783,1,211,30,17,4.18,1,74
2,31,40.74609,-73.90632,0,41,30,0,0.0,103,230
0,12,40.71297,-73.95139,0,50,30,0,0.0,1,340
2,124,40.67863,-73.82648,1,129,180,0,0.0,1,365
1,2,40.82869,-73.94468,1,120,30,0,0.0,1,147
2,81,40.74467,-73.8726,0,26,30,0,0.0,103,233
1,1,40.75629,-73.96548,1,135,30,0,0.0,96,332
1,1,40.75901,-73.96198,1,365,30,0,0.0,232,341
1,26,40.73951,-73.98216,1,140,30,0,0.0,1,36
1,11,40.73674,-74.00556,1,130,30,0,0.0,2,309
1,8,40.7813,-73.97927,1,189,30,0,0.0,232,189
1,5,40.7493,-73.97376,1,321,30,0,0.0,232,83
1,14,40.74112,-73.99483,1,285,30,0,0.0,232,283
